MARCA,ANO,TIPO_COMBO,SEGMENTO,SERIE,BIMESTRE,BIMESTRE/ANO,COLECAO,COLECAO/DISCIPLINA,CATALOGO,TIPO_PRODUTO,CAMPO_TÍTULO,DESCRIÇÃO COMBO,DESCRICAO COMPOSIÇÃO,ASSUNTO_AREA_DISCIPLINA,DESCRIÇÃO_COMBO_ESKOLARE,SUBTITULO_ESKOLARE,FREQUÊNCIA,TIPO,NCM,TRIBUTAÇÃO,INF_VOLUME,QTD. PAGINAS,PESO,ESTRUTURA,SKU_COMBO_EBS,SKU_KIT_EBS,SKU_ITENS_EBS,COD_LISTA,NOME SIMPLES LISTA,ANO_TABELA,SISTEMA LISTA,TIPO LISTA,DESCRIÇÃO LISTA DE PREÇO EBS,COD_LISTA,NOME SIMPLES LISTA,ANO_TABELA,SISTEMA LISTA,TIPO LISTA,DESCRIÇÃO LISTA DE PREÇO EBS,VALOR LISTA_TABELA_B2B,PESO AUXILIAR,CALCULOS PREÇO,VALOR LISTA_TABELA_B2C,ANALISE TABELA PREÇO_EBS,CHECK VALOR,OBSERVAÇÕES
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,1 BIMESTRE,12025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV EX 1000 1B LV 02 MI DMUL AL,MULTIDISCIPLINAR,LIVRO 2 - MULTIDISCIPLINAR,COMPONENTE - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 1 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,2,792,"1,7918",COMPONENTE,CCPD5EPEXR25SB1,CCKPO0125L45102,CCP25AP45110202,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"271,3000",DIVISÃO,"542,9300","542,9300","542,9300","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,1 BIMESTRE,12025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV EX 1000 1B LV 03 MI DMUL AL,MULTIDISCIPLINAR,LIVRO 3 - MULTIDISCIPLINAR,COMPONENTE - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 1 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,3,744,"1,6903",COMPONENTE,CCPD5EPEXR25SB1,CCKPO0125L45102,CCP25AP45110203,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"271,3000",DIVISÃO,"542,9300","542,9300","542,9300","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,1 BIMESTRE,12025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO DS SV NENH AN TB 01 TE DQUI UN,QUÍMICA,TABELA 1 - QUÍMICA,COMPONENTE - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 1 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,TABELA,‭49019900‬,NÃO TRIBUTADO,1,2,"0,0035",COMPONENTE,CCPD5EPEXR25SB1,CCKPO0125L45102,CCP24UX98164601,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"2,0000",FIXO B2C,"3,5000","3,5000","3,5000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,1 BIMESTRE,12025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO DS CE SV 81 TABELA INGLES,LÍNGUA INGLESA,TABELA 1 - LÍNGUA INGLESA,COMPONENTE - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 1 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,TABELA,‭49019900‬,NÃO TRIBUTADO,1,2,"0,0014",COMPONENTE,CCPD5EPEXR25SB1,CCKPO0125L45102,CC602390123,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"1,5000",FIXO B2C,"2,5000","2,5000","2,5000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,1 BIMESTRE,12025,PV EXTENSIVO 1000,PV EXTENSIVO 1000 SIMULADO,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000 - AVALIACAO,PV EXTENSIVO COLECAO 1000 - AVALIACAO,COMBO_PV EXTENSIVO COLECAO 1000 - AVALIACAO,"COMBO_PV EXTENSIVO COLECAO 1000 - AVALIACAO - SIMULADO 1 - SCOC1 - MULTIDISCIPLINAR, SIMULADO 1 - SENEM1 - LINGUAGENS HUMANAS, SIMULADO 1 - SENEM1 - EXATAS E BIOLÓGICAS",COMBO - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 SIMULADO - 1 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,COMBO VIRTUAL,‭49019900‬,NÃO TRIBUTADO,-,-,"0,0947",COMBO,CCPD5EEXSR25SB1,-,CCPD5EEXSR25SB1,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"9,0000",-,"15,0000","15,0000","15,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,1 BIMESTRE,12025,PV EXTENSIVO 1000,PV EXTENSIVO 1000 SIMULADO,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000 - AVALIACAO,CO PV 01 EXSE AN SI 01 TT DMUL AL,SCOC1 - MULTIDISCIPLINAR,SIMULADO 1 - SCOC1 - MULTIDISCIPLINAR,SIMULADO - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 SIMULADO - 1 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,SIMULADO,‭49019900‬,NÃO TRIBUTADO,1,32,"0,0316",SIMULADO,CCPD5EEXSR25SB1,-,CCP25AV45170201,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"3,0000",FIXO B2C,"5,0000","5,0000","5,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,1 BIMESTRE,12025,PV EXTENSIVO 1000,PV EXTENSIVO 1000 SIMULADO,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000 - AVALIACAO,CO PV 01 ENEM AN SI 01 TT LCHT AL,SENEM1 - LINGUAGENS HUMANAS,SIMULADO 1 - SENEM1 - LINGUAGENS HUMANAS,SIMULADO - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 SIMULADO - 1 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,SIMULADO,‭49019900‬,NÃO TRIBUTADO,1,32,"0,0316",SIMULADO,CCPD5EEXSR25SB1,-,CCP25AV46272601,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"3,0000",FIXO B2C,"5,0000","5,0000","5,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,1 BIMESTRE,12025,PV EXTENSIVO 1000,PV EXTENSIVO 1000 SIMULADO,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000 - AVALIACAO,CO PV 01 ENEM AN SI 01 TT MCNT AL,SENEM1 - EXATAS E BIOLÓGICAS,SIMULADO 1 - SENEM1 - EXATAS E BIOLÓGICAS,SIMULADO - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 SIMULADO - 1 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,SIMULADO,‭49019900‬,NÃO TRIBUTADO,1,32,"0,0316",SIMULADO,CCPD5EEXSR25SB1,-,CCP25AV46277101,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"3,0000",FIXO B2C,"5,0000","5,0000","5,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,2 BIMESTRE,22025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,PV EXTENSIVO COLECAO 1000,COMBO_PV EXTENSIVO COLECAO 1000,"COMBO_PV EXTENSIVO COLECAO 1000 - KIT 2 - 2 BIMESTRE (LIVRO 4 - MULTIDISCIPLINAR, LIVRO 5 - MULTIDISCIPLINAR, LIVRO 6 - MULTIDISCIPLINAR ) SIMULADO 2 - SCOC2 - MULTIDISCIPLINAR, SIMULADO 2 - SENEM2 - LINGUAGENS HUMANAS, SIMULADO 2 - SENEM2 - EXATAS E BIOLÓGICAS",COMBO - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 2 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,COMBO VIRTUAL,‭49019900‬,NÃO TRIBUTADO,-,-,"5,2334",COMBO,CCPD5EPEXR25SB2,-,CCPD5EPEXR25SB2,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"709,5000",25%,"1419,0000","1419,0000","1419,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,2 BIMESTRE,22025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV EX 1000 2B KT 01 NA DMUL AL,KIT_PADRÃO,KIT 2 - 2 BIMESTRE,KIT - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 2 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,KIT,‭49019900‬,NÃO TRIBUTADO,2,-,"5,1387",KIT,CCPD5EPEXR25SB2,CCKPO0125L45202,CCKPO0125L45202,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"700,5000",-,"1404,0000","1404,0000","1404,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,2 BIMESTRE,22025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV EX 1000 2B LV 04 MI DMUL AL,MULTIDISCIPLINAR,LIVRO 4 - MULTIDISCIPLINAR,COMPONENTE - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 2 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,4,736,"1,6734",COMPONENTE,CCPD5EPEXR25SB2,CCKPO0125L45202,CCP25AP45210204,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"233,5000",DIVISÃO,"468,0000","468,0000","468,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,2 BIMESTRE,22025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV EX 1000 2B LV 05 MI DMUL AL,MULTIDISCIPLINAR,LIVRO 5 - MULTIDISCIPLINAR,COMPONENTE - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 2 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,5,768,"1,7411",COMPONENTE,CCPD5EPEXR25SB2,CCKPO0125L45202,CCP25AP45210205,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"233,5000",DIVISÃO,"468,0000","468,0000","468,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,2 BIMESTRE,22025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV EX 1000 2B LV 06 MI DMUL AL,MULTIDISCIPLINAR,LIVRO 6 - MULTIDISCIPLINAR,COMPONENTE - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 2 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,6,760,"1,7242",COMPONENTE,CCPD5EPEXR25SB2,CCKPO0125L45202,CCP25AP45210206,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"233,5000",DIVISÃO,"468,0000","468,0000","468,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,2 BIMESTRE,22025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV 01 EXSE AN SI 02 TT DMUL AL,SCOC2 - MULTIDISCIPLINAR,SIMULADO 2 - SCOC2 - MULTIDISCIPLINAR,SIMULADO - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 2 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,SIMULADO,‭49019900‬,NÃO TRIBUTADO,2,32,"0,0316",SIMULADO,CCPD5EPEXR25SB2,-,CCP25AV45270202,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"3,0000",FIXO B2C,"5,0000","5,0000","5,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,2 BIMESTRE,22025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV 01 ENEM AN SI 02 TT LCHT AL,SENEM2 - LINGUAGENS HUMANAS,SIMULADO 2 - SENEM2 - LINGUAGENS HUMANAS,SIMULADO - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 2 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,SIMULADO,‭49019900‬,NÃO TRIBUTADO,2,32,"0,0316",SIMULADO,CCPD5EPEXR25SB2,-,CCP25AV46272602,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"3,0000",FIXO B2C,"5,0000","5,0000","5,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,2 BIMESTRE,22025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV 01 ENEM AN SI 02 TT MCNT AL,SENEM2 - EXATAS E BIOLÓGICAS,SIMULADO 2 - SENEM2 - EXATAS E BIOLÓGICAS,SIMULADO - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 2 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,SIMULADO,‭49019900‬,NÃO TRIBUTADO,2,32,"0,0316",SIMULADO,CCPD5EPEXR25SB2,-,CCP25AV46277102,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"3,0000",FIXO B2C,"5,0000","5,0000","5,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,3 BIMESTRE,32025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,PV EXTENSIVO COLECAO 1000,COMBO_PV EXTENSIVO COLECAO 1000,"COMBO_PV EXTENSIVO COLECAO 1000 - KIT 3 - 3 BIMESTRE (LIVRO 7 - MULTIDISCIPLINAR, LIVRO 8 - MULTIDISCIPLINAR ) SIMULADO 2 - SCOC3 - MULTIDISCIPLINAR, SIMULADO 3 - SENEM3 - LINGUAGENS HUMANAS, SIMULADO 3 - SENEM3 - EXATAS E BIOLÓGICAS, SIMULADO 4 - SENEM4 - LINGUAGENS HUMANAS, SIMULADO 4 - SENEM4 - EXATAS E BIOLÓGICAS",COMBO - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 3 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,COMBO VIRTUAL,‭49019900‬,NÃO TRIBUTADO,-,-,"3,5555",COMBO,CCPD5EPEXR25SB3,-,CCPD5EPEXR25SB3,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"709,5000",25%,"1419,0000","1419,0000","1419,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,3 BIMESTRE,32025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV EX 1000 3B KT 01 NA DMUL AL,KIT_PADRÃO,KIT 3 - 3 BIMESTRE,KIT - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 3 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,KIT,‭49019900‬,NÃO TRIBUTADO,3,-,"3,3976",KIT,CCPD5EPEXR25SB3,CCKPO0125L45302,CCKPO0125L45302,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"694,5000",-,"1394,0000","1394,0000","1394,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,3 BIMESTRE,32025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV EX 1000 3B LV 07 MI DMUL AL,MULTIDISCIPLINAR,LIVRO 7 - MULTIDISCIPLINAR,COMPONENTE - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 3 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,7,760,"1,7242",COMPONENTE,CCPD5EPEXR25SB3,CCKPO0125L45302,CCP25AP45310207,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"347,2500",DIVISÃO,"697,0000","697,0000","697,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,3 BIMESTRE,32025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV EX 1000 3B LV 08 MI DMUL AL,MULTIDISCIPLINAR,LIVRO 8 - MULTIDISCIPLINAR,COMPONENTE - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 3 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,8,736,"1,6734",COMPONENTE,CCPD5EPEXR25SB3,CCKPO0125L45302,CCP25AP45310208,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"347,2500",DIVISÃO,"697,0000","697,0000","697,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,3 BIMESTRE,32025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV 01 EXSE AN SI 03 TT DMUL AL,SCOC3 - MULTIDISCIPLINAR,SIMULADO 2 - SCOC3 - MULTIDISCIPLINAR,SIMULADO - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 3 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,SIMULADO,‭49019900‬,NÃO TRIBUTADO,2,32,"0,0316",SIMULADO,CCPD5EPEXR25SB3,-,CCP25AV45370203,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"3,0000",FIXO B2C,"5,0000","5,0000","5,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,3 BIMESTRE,32025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV 01 ENEM AN SI 03 TT LCHT AL,SENEM3 - LINGUAGENS HUMANAS,SIMULADO 3 - SENEM3 - LINGUAGENS HUMANAS,SIMULADO - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 3 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,SIMULADO,‭49019900‬,NÃO TRIBUTADO,3,32,"0,0316",SIMULADO,CCPD5EPEXR25SB3,-,CCP25AV46372603,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"3,0000",FIXO B2C,"5,0000","5,0000","5,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,3 BIMESTRE,32025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV 01 ENEM AN SI 03 TT MCNT AL,SENEM3 - EXATAS E BIOLÓGICAS,SIMULADO 3 - SENEM3 - EXATAS E BIOLÓGICAS,SIMULADO - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 3 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,SIMULADO,‭49019900‬,NÃO TRIBUTADO,3,32,"0,0316",SIMULADO,CCPD5EPEXR25SB3,-,CCP25AV46377103,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"3,0000",FIXO B2C,"5,0000","5,0000","5,0000","0,0000",
COC,2025,COMBO PADRAO,PRE - VESTIBULAR,EXTENSIVO,3 BIMESTRE,32025,PV EXTENSIVO 1000,PV EXTENSIVO 1000,REGULAR,ALUNO,NENHUM,PV EXTENSIVO COLECAO 1000,CO PV 01 ENEM AN SI 04 TT LCHT AL,SENEM4 - LINGUAGENS HUMANAS,SIMULADO 4 - SENEM4 - LINGUAGENS HUMANAS,SIMULADO - PRE - VESTIBULAR - EXTENSIVO - PV EXTENSIVO 1000 - 3 BIMESTRE - REGULAR - ALUNO,BIMESTRAL,SIMULADO,‭49019900‬,NÃO TRIBUTADO,4,32,"0,0316",SIMULADO,CCPD5EPEXR25SB3,-,CCP25AV46372604,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2B,PADRAO,552-A25_B2B COC EXTENSIVO 1000 PV-PADRAO-PADRAO,552,COC EXTENSIVO 1000 PV-PADRAO,A25,B2C,PADRAO,552-A25_B2C COC EXTENSIVO 1000 PV-PADRAO-PADRAO,"3,0000",FIXO B2C,"5,0000","5,0000","5,0000","0,0000",
