MARCA,ANO,TIPO_COMBO,SEGMENTO,SERIE,BIMESTRE,BIMESTRE/ANO,COLECAO,COLECAO/DISCIPLINA,CATALOGO,TIPO_PRODUTO,CAMPO_TÍTULO,DESCRIÇÃO COMBO,DESCRICAO COMPOSIÇÃO,ASSUNTO_AREA_DISCIPLINA,DESCRIÇÃO_COMBO_ESKOLARE,SUBTITULO_ESKOLARE,FREQUÊNCIA,TIPO,NCM,TRIBUTAÇÃO,INF_VOLUME,QTD. PAGINAS,PESO,ESTRUTURA,SKU_COMBO_EBS,SKU_KIT_EBS,SKU_ITENS_EBS,COD_LISTA,NOME SIMPLES LISTA,ANO_TABELA,SISTEMA LISTA,TIPO LISTA,DESCRIÇÃO LISTA DE PREÇO EBS,COD_LISTA,NOME SIMPLES LISTA,ANO_TABELA,SISTEMA LISTA,TIPO LISTA,DESCRIÇÃO LISTA DE PREÇO EBS,VALOR LISTA_TABELA_B2B,PESO AUXILIAR,CALCULOS PREÇO,VALOR LISTA_TABELA_B2C,ANALISE TABELA PREÇO_EBS,CHECK VALOR,OBSERVAÇÕES
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,2 BIMESTRE,22025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 2B LV 02 MI DQUI PR,"QUÍMICA - GRUPOS 4, 5 E 6","LIVRO 2 - QUÍMICA - GRUPOS 4, 5 E 6",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 2 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,2,72,"0,1804",COMPONENTE,CCPD39INFR25TB2,CCKPO0125P29202,CCP25PP29214602,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"17,4000",8%,"34,8000","34,8000","34,8000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,2 BIMESTRE,22025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 2B LV 02 MI DBIO PR,"BIOLOGIA - GRUPOS 4, 5 E 6","LIVRO 2 - BIOLOGIA - GRUPOS 4, 5 E 6",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 2 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,2,72,"0,1804",COMPONENTE,CCPD39INFR25TB2,CCKPO0125P29202,CCP25PP29214102,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"17,4000",8%,"34,8000","34,8000","34,8000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,2 BIMESTRE,22025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 2B LV 02 MI DCSO PR,"CIÊNCIAS SOCIAIS - GRUPOS 4, 5 E 6","LIVRO 2 - CIÊNCIAS SOCIAIS - GRUPOS 4, 5 E 6",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 2 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,2,84,"0,2058",COMPONENTE,CCPD39INFR25TB2,CCKPO0125P29202,CCP25PP29215302,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"17,4000",8%,"34,8000","34,8000","34,8000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,2 BIMESTRE,22025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 2B LV 02 MI DGEO PR,"GEOGRAFIA - GRUPOS 4, 5 E 6","LIVRO 2 - GEOGRAFIA - GRUPOS 4, 5 E 6",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 2 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,2,128,"0,2988",COMPONENTE,CCPD39INFR25TB2,CCKPO0125P29202,CCP25PP29215902,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"26,1000",12%,"52,2000","52,2000","52,2000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,2 BIMESTRE,22025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 2B LV 02 MI DHIS PR,"HISTÓRIA - GRUPOS 4, 5 E 6","LIVRO 2 - HISTÓRIA - GRUPOS 4, 5 E 6",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 2 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,2,120,"0,2819",COMPONENTE,CCPD39INFR25TB2,CCKPO0125P29202,CCP25PP29214902,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"26,1000",12%,"52,2000","52,2000","52,2000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,2 BIMESTRE,22025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 2B LV 02 MI DLPO PR,"LÍNGUA PORTUGUESA - GRUPOS 4, 5 E 6","LIVRO 2 - LÍNGUA PORTUGUESA - GRUPOS 4, 5 E 6",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 2 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,2,152,"0,3495",COMPONENTE,CCPD39INFR25TB2,CCKPO0125P29202,CCP25PP29211102,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"39,1500",18%,"78,3000","78,3000","78,3000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,2 BIMESTRE,22025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 2B LV 02 MI DMAT PR,"MATEMÁTICA - GRUPOS 4, 5 E 6","LIVRO 2 - MATEMÁTICA - GRUPOS 4, 5 E 6",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 2 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,2,200,"0,4510",COMPONENTE,CCPD39INFR25TB2,CCKPO0125P29202,CCP25PP29216802,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"39,1500",18%,"78,3000","78,3000","78,3000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,3 BIMESTRE,32025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],9º ANO EF - SOLUCAO PADRAO [PROFESSOR],COMBO_9º ANO EF - SOLUCAO PADRAO [PROFESSOR],COMBO_9º ANO EF - SOLUCAO PADRAO [PROFESSOR],COMBO - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 3 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,COMBO VIRTUAL,‭49019900‬,NÃO TRIBUTADO,-,-,"2,0464",COMBO,CCPD39INFR25TB3,-,CCPD39INFR25TB3,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"217,5000",25%,"435,0000","435,0000","435,0000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,3 BIMESTRE,32025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 3B KT 01 NA DMUL PR,KIT_PADRÃO,KIT 3 - 3 BIMESTRE,KIT - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 3 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,KIT,‭49019900‬,NÃO TRIBUTADO,3,-,"2,0464",KIT,CCPD39INFR25TB3,CCKPO0125P29302,CCKPO0125P29302,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"217,5000",-,"435,0000","435,0000","435,0000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,3 BIMESTRE,32025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 3B LV 03 MI DART PR,"ARTES - GRUPOS 7, 8 E 9","LIVRO 3 - ARTES - GRUPOS 7, 8 E 9",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 3 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,3,56,"0,1466",COMPONENTE,CCPD39INFR25TB3,CCKPO0125P29302,CCP25PP29312303,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"17,4000",8%,"34,8000","34,8000","34,8000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,3 BIMESTRE,32025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 3B LV 03 MI DFIS PR,"FÍSICA - GRUPOS 7, 8 E 9","LIVRO 3 - FÍSICA - GRUPOS 7, 8 E 9",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 3 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,3,64,"0,1635",COMPONENTE,CCPD39INFR25TB3,CCKPO0125P29302,CCP25PP29314403,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"17,4000",8%,"34,8000","34,8000","34,8000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,3 BIMESTRE,32025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 3B LV 03 MI DQUI PR,"QUÍMICA - GRUPOS 7, 8 E 9","LIVRO 3 - QUÍMICA - GRUPOS 7, 8 E 9",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 3 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,3,64,"0,1635",COMPONENTE,CCPD39INFR25TB3,CCKPO0125P29302,CCP25PP29314603,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"17,4000",8%,"34,8000","34,8000","34,8000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,3 BIMESTRE,32025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 3B LV 03 MI DBIO PR,"BIOLOGIA - GRUPOS 7, 8 E 9","LIVRO 3 - BIOLOGIA - GRUPOS 7, 8 E 9",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 3 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,3,64,"0,1635",COMPONENTE,CCPD39INFR25TB3,CCKPO0125P29302,CCP25PP29314103,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"17,4000",8%,"34,8000","34,8000","34,8000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,3 BIMESTRE,32025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 3B LV 03 MI DCSO PR,"CIÊNCIAS SOCIAIS - GRUPOS 7, 8 E 9","LIVRO 3 - CIÊNCIAS SOCIAIS - GRUPOS 7, 8 E 9",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 3 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,3,64,"0,1635",COMPONENTE,CCPD39INFR25TB3,CCKPO0125P29302,CCP25PP29315303,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"17,4000",8%,"34,8000","34,8000","34,8000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,3 BIMESTRE,32025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 3B LV 03 MI DGEO PR,"GEOGRAFIA - GRUPOS 7, 8 E 9","LIVRO 3 - GEOGRAFIA - GRUPOS 7, 8 E 9",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 3 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,3,112,"0,2650",COMPONENTE,CCPD39INFR25TB3,CCKPO0125P29302,CCP25PP29315903,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"26,1000",12%,"52,2000","52,2000","52,2000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,3 BIMESTRE,32025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 3B LV 03 MI DHIS PR,"HISTÓRIA - GRUPOS 7, 8 E 9","LIVRO 3 - HISTÓRIA - GRUPOS 7, 8 E 9",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 3 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,3,104,"0,2481",COMPONENTE,CCPD39INFR25TB3,CCKPO0125P29302,CCP25PP29314903,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"26,1000",12%,"52,2000","52,2000","52,2000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,3 BIMESTRE,32025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 3B LV 03 MI DLPO PR,"LÍNGUA PORTUGUESA - GRUPOS 7, 8 E 9","LIVRO 3 - LÍNGUA PORTUGUESA - GRUPOS 7, 8 E 9",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 3 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,3,144,"0,3326",COMPONENTE,CCPD39INFR25TB3,CCKPO0125P29302,CCP25PP29311103,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"39,1500",18%,"78,3000","78,3000","78,3000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,3 BIMESTRE,32025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 3B LV 03 MI DMAT PR,"MATEMÁTICA - GRUPOS 7, 8 E 9","LIVRO 3 - MATEMÁTICA - GRUPOS 7, 8 E 9",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 3 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,3,176,"0,4003",COMPONENTE,CCPD39INFR25TB3,CCKPO0125P29302,CCP25PP29316803,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"39,1500",18%,"78,3000","78,3000","78,3000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,4 BIMESTRE,42025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],9º ANO EF - SOLUCAO PADRAO [PROFESSOR],COMBO_9º ANO EF - SOLUCAO PADRAO [PROFESSOR],COMBO_9º ANO EF - SOLUCAO PADRAO [PROFESSOR],COMBO - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 4 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,COMBO VIRTUAL,‭49019900‬,NÃO TRIBUTADO,-,-,"1,8900",COMBO,CCPD39INFR25TB4,-,CCPD39INFR25TB4,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"174,0000",20%,"348,0000","348,0000","348,0000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,4 BIMESTRE,42025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 4B KT 01 NA DMUL PR,KIT_PADRÃO,KIT 4 - 4 BIMESTRE,KIT - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 4 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,KIT,‭49019900‬,NÃO TRIBUTADO,4,-,"1,8900",KIT,CCPD39INFR25TB4,CCKPO0125P29402,CCKPO0125P29402,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"174,0000",-,"348,0000","348,0000","348,0000","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,4 BIMESTRE,42025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 4B LV 04 MI DART PR,"ARTES - GRUPOS 10, 11 E 12","LIVRO 4 - ARTES - GRUPOS 10, 11 E 12",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 4 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,4,54,"0,1423",COMPONENTE,CCPD39INFR25TB4,CCKPO0125P29402,CCP25PP29412304,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"13,9200",8%,"27,8400","27,8400","27,8400","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,4 BIMESTRE,42025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 4B LV 04 MI DFIS PR,"FÍSICA - GRUPOS 10, 11 E 12","LIVRO 4 - FÍSICA - GRUPOS 10, 11 E 12",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 4 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,4,66,"0,1677",COMPONENTE,CCPD39INFR25TB4,CCKPO0125P29402,CCP25PP29414404,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"13,9200",8%,"27,8400","27,8400","27,8400","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,4 BIMESTRE,42025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 4B LV 04 MI DQUI PR,"QUÍMICA - GRUPOS 10, 11 E 12","LIVRO 4 - QUÍMICA - GRUPOS 10, 11 E 12",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 4 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,4,54,"0,1423",COMPONENTE,CCPD39INFR25TB4,CCKPO0125P29402,CCP25PP29414604,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"13,9200",8%,"27,8400","27,8400","27,8400","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,4 BIMESTRE,42025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 4B LV 04 MI DBIO PR,"BIOLOGIA - GRUPOS 10, 11 E 12","LIVRO 4 - BIOLOGIA - GRUPOS 10, 11 E 12",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 4 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,4,66,"0,1677",COMPONENTE,CCPD39INFR25TB4,CCKPO0125P29402,CCP25PP29414104,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"13,9200",8%,"27,8400","27,8400","27,8400","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,4 BIMESTRE,42025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 4B LV 04 MI DCSO PR,"CIÊNCIAS SOCIAIS - GRUPOS 10, 11 E 12","LIVRO 4 - CIÊNCIAS SOCIAIS - GRUPOS 10, 11 E 12",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 4 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,4,66,"0,1677",COMPONENTE,CCPD39INFR25TB4,CCKPO0125P29402,CCP25PP29415304,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"13,9200",8%,"27,8400","27,8400","27,8400","0,0000",
COC,2025,COMBO PADRAO,ENSINO FUNDAMENTAL 2,9 ANO,4 BIMESTRE,42025,INFINITO,INFINITO,REGULAR,PROFESSOR,NENHUM,9º ANO EF - SOLUCAO PADRAO [PROFESSOR],CO EF 09 INFI 4B LV 04 MI DGEO PR,"GEOGRAFIA - GRUPOS 10, 11 E 12","LIVRO 4 - GEOGRAFIA - GRUPOS 10, 11 E 12",COMPONENTE - ENSINO FUNDAMENTAL 2 - 9 ANO - INFINITO - 4 BIMESTRE - REGULAR - PROFESSOR,BIMESTRAL,LIVRO,‭49019900‬,NÃO TRIBUTADO,4,88,"0,2142",COMPONENTE,CCPD39INFR25TB4,CCKPO0125P29402,CCP25PP29415904,461,COC 9 ANO EF-PADRAO,A25,B2B,PADRAO,461-A25_B2B COC 9 ANO EF-PADRAO-PADRAO,461,COC 9 ANO EF-PADRAO,A25,B2C,PADRAO,461-A25_B2C COC 9 ANO EF-PADRAO-PADRAO,"20,8800",12%,"41,7600","41,7600","41,7600","0,0000",
